car_brand,no_year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl),engine(CC),max_power(BHP),torque(Nm),torque_lower(rpm),torque_upper(rpm),seats
Toyota,12,400000,90000,Petrol,Individual,Automatic,First Owner,14.53,1794.0,138.1,173.0,4000.0,4000.0,5.0
Toyota,9,300000,90000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,170.0,1800.0,2400.0,5.0
Toyota,9,610000,90000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,199.92,1400.0,3400.0,8.0
Toyota,1,2300000,1000,Diesel,Individual,Automatic,First Owner,13.68,2393.0,147.51,360.0,1400.0,2600.0,7.0
Toyota,8,1050000,217000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,200.0,1200.0,3600.0,8.0
Toyota,6,1250000,90000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200.0,1400.0,3400.0,8.0
Toyota,10,350000,500000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.57,200.0,1400.0,3400.0,7.0
Toyota,13,425000,250000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,199.92,1400.0,3400.0,8.0
Toyota,4,1750000,23000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.8,343.0,1400.0,2800.0,7.0
Toyota,8,800000,100000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200.0,1400.0,3400.0,8.0
Toyota,8,800000,80000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,200.0,1400.0,3400.0,7.0
Toyota,7,910000,80000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,200.0,1400.0,3400.0,8.0
Toyota,9,750000,90000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,199.92,1400.0,3400.0,8.0
Toyota,6,450000,80000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,170.0,1800.0,2400.0,5.0
Toyota,5,1630000,40000,Diesel,Individual,Automatic,Second Owner,11.36,2755.0,171.5,360.0,1200.0,3400.0,7.0
Toyota,6,360000,110000,Petrol,Individual,Manual,Third Owner,16.78,1496.0,88.73,132.0,3000.0,3000.0,5.0
Toyota,6,509999,100000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,170.0,1800.0,2400.0,5.0
Toyota,3,1600000,35000,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,343.0,1400.0,2800.0,7.0
Toyota,9,1680000,129627,Diesel,Dealer,Manual,First Owner,11.5,2982.0,171.0,343.0,1400.0,3400.0,7.0
Toyota,13,700000,260000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,199.92,1400.0,3400.0,8.0
Toyota,6,900000,125000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200.0,1400.0,3400.0,7.0
Toyota,14,409999,248119,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,199.92,1400.0,3400.0,8.0
Toyota,6,1200000,61000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200.0,1200.0,3600.0,7.0
Toyota,8,350000,100000,Petrol,Individual,Manual,Second Owner,16.78,1496.0,88.73,132.0,3000.0,3000.0,5.0
Toyota,9,200000,120000,Petrol,Individual,Manual,Second Owner,15.147964601769917,2241.477876106195,115.36046460176988,220.89358407079615,2046.9026548672566,3348.6725663716816,6.462389380530974
Toyota,14,350000,376412,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,199.92,1400.0,3400.0,8.0
Toyota,7,550000,250000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,170.0,1800.0,2400.0,5.0
Toyota,5,434999,50000,Petrol,Individual,Manual,Second Owner,18.16,1197.0,78.8,104.0,3100.0,3100.0,5.0
Toyota,4,1450000,81000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,343.0,1400.0,2800.0,7.0
Toyota,8,750000,80000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,200.0,1200.0,3600.0,7.0
Toyota,11,750000,150000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,343.0,1400.0,3400.0,7.0
Toyota,12,600000,220000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,199.92,1400.0,3400.0,8.0
Toyota,7,950000,80000,Diesel,Dealer,Manual,First Owner,12.99,2494.0,100.6,200.0,1200.0,3600.0,7.0
Toyota,9,400000,74500,Diesel,Individual,Manual,First Owner,15.147964601769917,2241.477876106195,115.36046460176988,220.89358407079615,2046.9026548672566,3348.6725663716816,6.462389380530974
Toyota,6,950000,190000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,200.0,1400.0,3400.0,7.0
Toyota,4,1789999,36000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.8,343.0,1400.0,2800.0,8.0
Toyota,3,665000,70000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,170.0,1800.0,2400.0,5.0
Toyota,3,1650000,20000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,343.0,1400.0,2800.0,8.0
Toyota,3,780000,116000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,170.0,1800.0,2400.0,5.0
Toyota,8,830000,215000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,200.0,1400.0,3400.0,7.0
Toyota,5,540000,15500,Petrol,Individual,Manual,First Owner,16.78,1496.0,88.73,132.0,3000.0,3000.0,5.0
Toyota,14,500000,200000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,199.92,1400.0,3400.0,8.0
Toyota,4,2175000,50000,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,360.0,1200.0,3400.0,7.0
Toyota,7,430999,120000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,170.0,1800.0,2400.0,5.0
Toyota,6,515000,30000,Petrol,Individual,Manual,First Owner,17.71,1197.0,78.9,104.0,3100.0,3100.0,5.0
Toyota,7,1050000,136000,Diesel,Individual,Manual,Third Owner,12.99,2494.0,100.6,200.0,1400.0,3400.0,8.0
Toyota,1,3200000,3000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,450.0,1600.0,2400.0,7.0
Toyota,9,476999,90000,Diesel,Individual,Manual,Fourth & Above Owner,21.43,1364.0,87.2,205.0,1800.0,2800.0,5.0
Toyota,5,1750000,52000,Diesel,Dealer,Automatic,First Owner,12.55,2982.0,168.5,360.0,1400.0,3200.0,7.0
Toyota,7,320000,90000,Diesel,Individual,Manual,Third Owner,23.59,1364.0,67.06,170.0,1800.0,2400.0,5.0
Toyota,5,1689999,120000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,343.0,1400.0,2800.0,8.0
Toyota,12,340000,82000,Petrol,Individual,Manual,Second Owner,14.53,1798.0,138.0,173.0,4000.0,4000.0,5.0
Toyota,7,1100000,120000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200.0,1400.0,3400.0,8.0
Toyota,5,1516000,120000,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,360.0,1200.0,3400.0,7.0
Toyota,5,1850000,33000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,343.0,1400.0,2800.0,7.0
Toyota,6,1400000,170000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200.0,1400.0,3400.0,7.0
Toyota,11,425000,200000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,199.92,1400.0,3400.0,7.0
Toyota,12,550000,250000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,199.92,1400.0,3400.0,7.0
Toyota,7,425000,50000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,170.0,1800.0,2400.0,5.0
Toyota,11,425000,129000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,199.92,1400.0,3400.0,8.0
Ford,8,200000,169000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,160.0,2000.0,2000.0,5.0
Ford,4,600000,25000,Petrol,Individual,Manual,Third Owner,18.16,1196.0,86.8,112.0,4000.0,4000.0,5.0
Ford,6,610000,90000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,205.0,1750.0,3250.0,5.0
Ford,1,400000,5000,Petrol,Individual,Manual,Second Owner,19.0,1194.0,94.68,120.0,4250.0,4250.0,5.0
Ford,4,850000,76139,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205.0,1750.0,3250.0,5.0
Ford,3,575000,9500,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,112.0,4000.0,4000.0,5.0
Ford,10,160000,120000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,3,910000,15000,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,150.0,4500.0,4500.0,5.0
Ford,11,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,6,292000,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,160.0,2000.0,2000.0,5.0
Ford,5,550000,44000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,112.0,4000.0,4000.0,5.0
Ford,3,950000,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205.0,1750.0,3250.0,5.0
Ford,8,300000,60000,Diesel,Individual,Manual,Second Owner,23.5,1498.0,90.0,204.0,2000.0,2750.0,5.0
Ford,9,300000,85000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,102.0,4000.0,4000.0,5.0
Ford,8,200000,70000,Diesel,Individual,Manual,Second Owner,19.68,1399.0,67.0,160.0,2000.0,2000.0,5.0
Ford,3,550000,14200,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,112.0,4000.0,4000.0,5.0
Ford,3,700000,19100,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,120.0,4250.0,4250.0,5.0
Ford,7,484999,54000,Diesel,Dealer,Manual,First Owner,23.0,1498.0,98.96,205.0,1750.0,3250.0,5.0
Ford,8,245000,70000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.1,160.0,2000.0,2000.0,5.0
Ford,6,555000,20000,Petrol,Individual,Manual,Second Owner,15.8,1499.0,110.0,140.0,4400.0,4400.0,5.0
Ford,9,300000,70000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,5,650000,125000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,205.0,1750.0,3250.0,5.0
Ford,2,800000,30000,Diesel,Individual,Manual,Third Owner,23.0,1498.0,98.96,205.0,1750.0,3250.0,5.0
Ford,5,370000,60000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,112.0,4000.0,4000.0,5.0
Ford,2,700000,6000,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,120.0,4250.0,4250.0,5.0
Ford,4,565000,80000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,112.0,4000.0,4000.0,5.0
Ford,8,1075000,110000,Diesel,Individual,Automatic,Third Owner,12.8,2953.0,156.0,3724.0,38.7,2500.0,7.0
Ford,2,681000,10000,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,120.0,4250.0,4250.0,5.0
Ford,2,720000,10000,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,120.0,4250.0,4250.0,5.0
Ford,6,615000,80000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,205.0,1750.0,3250.0,5.0
Ford,10,200000,70000,Petrol,Individual,Manual,Second Owner,16.6,1388.0,68.0,159.74,2000.0,2000.0,5.0
Ford,9,300000,64000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,67.0,160.0,2000.0,2000.0,5.0
Ford,12,150000,100000,Diesel,Individual,Manual,Fourth & Above Owner,17.7,1399.0,68.0,156.8,2000.0,2000.0,5.0
Ford,11,180000,110000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,10,190000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,10,175000,90400,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,9,350000,79990,Diesel,Dealer,Manual,Second Owner,17.8,1399.0,67.0,160.0,2000.0,2000.0,5.0
Ford,9,425000,81632,Diesel,Dealer,Manual,First Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,5,600000,155201,Diesel,Dealer,Manual,First Owner,26.1,1498.0,99.23,215.0,1750.0,3000.0,5.0
Ford,7,750000,101504,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,204.0,2000.0,2750.0,5.0
Ford,9,450000,90165,Diesel,Dealer,Manual,First Owner,17.8,1399.0,67.0,160.0,2000.0,2000.0,5.0
Ford,11,325000,86017,Diesel,Dealer,Manual,Second Owner,25.5,1498.0,99.23,215.0,1750.0,3000.0,5.0
Ford,8,600000,125531,Diesel,Dealer,Manual,Second Owner,22.77,1498.0,98.59,205.0,1750.0,3250.0,5.0
Ford,10,300000,110000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,159.74,2000.0,2000.0,5.0
Ford,3,793000,30000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,215.0,1750.0,3000.0,5.0
Ford,4,650000,5000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,112.0,4000.0,4000.0,5.0
Ford,9,280000,60000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,11,210000,100000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,15,140000,60000,Petrol,Individual,Manual,Second Owner,16.6,1388.0,68.0,159.74,2000.0,2000.0,5.0
Ford,6,600000,90000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,205.0,1750.0,3250.0,5.0
Ford,10,204999,100000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,9,200000,104500,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,8,429000,49102,Petrol,Dealer,Manual,Second Owner,18.88,999.0,123.37,170.0,1400.0,4500.0,5.0
Ford,4,850000,63982,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,204.0,2000.0,2750.0,5.0
Ford,10,170000,80000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,159.74,2000.0,2000.0,5.0
Ford,8,240000,100000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,160.0,2000.0,2000.0,5.0
Ford,4,700000,35000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,215.0,1750.0,3000.0,5.0
Ford,8,475000,48000,Diesel,Dealer,Manual,Second Owner,21.7,1498.0,98.96,215.0,1750.0,2500.0,5.0
Ford,11,144000,50000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,10,302000,103000,Diesel,Individual,Manual,Third Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,3,3250000,12000,Diesel,Individual,Automatic,First Owner,10.91,3198.0,197.0,470.0,1750.0,2500.0,7.0
Ford,5,670000,50478,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,140.0,4400.0,4400.0,5.0
Ford,6,625000,70670,Petrol,Trustmark Dealer,Automatic,First Owner,16.5,1499.0,110.0,140.0,4400.0,4400.0,5.0
Ford,6,600000,63000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,205.0,1750.0,3250.0,5.0
Ford,10,200000,80000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,4,850000,60000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,205.0,1750.0,3250.0,5.0
Ford,10,225000,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,5,377000,80000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,215.0,1750.0,3000.0,5.0
Ford,10,225000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,2,800000,33000,Petrol,Dealer,Manual,First Owner,19.4,1194.0,94.93,120.0,4250.0,4250.0,5.0
Ford,5,459999,73000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,215.0,1750.0,3000.0,5.0
Ford,7,350000,113226,Diesel,Dealer,Manual,First Owner,19.68,1399.0,67.0,160.0,2000.0,2000.0,5.0
Ford,8,310000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.1,160.0,2000.0,2000.0,5.0
Ford,10,975000,93468,Diesel,Individual,Automatic,Second Owner,11.4,2953.0,153.86,380.0,2500.0,2500.0,7.0
Ford,6,416000,40000,Petrol,Individual,Automatic,First Owner,17.01,1499.0,110.4,136.0,4250.0,4250.0,5.0
Ford,3,640000,6001,Petrol,Dealer,Manual,First Owner,15.9,1496.0,120.69,149.0,4500.0,4500.0,5.0
Ford,4,889000,25000,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.31,150.0,4500.0,4500.0,5.0
Ford,9,256000,90000,Petrol,Individual,Manual,Second Owner,15.3,1596.0,99.6,146.0,3400.0,3400.0,5.0
Ford,5,2280000,120000,Diesel,Individual,Automatic,Second Owner,10.91,3198.0,197.0,470.0,1750.0,2500.0,7.0
Ford,9,250000,40000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,4,430000,113000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,215.0,1750.0,3000.0,5.0
Ford,10,220000,100000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,6,365000,105000,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,215.0,1750.0,3000.0,5.0
Ford,9,300000,90000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,3,950000,27620,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,205.0,1750.0,3250.0,5.0
Ford,10,950000,68000,Diesel,Individual,Manual,First Owner,13.1,2499.0,141.0,330.0,1800.0,1800.0,7.0
Ford,6,450000,70000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,112.0,4000.0,4000.0,5.0
Ford,5,500000,143200,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,215.0,1750.0,3000.0,5.0
Ford,9,551000,170000,Diesel,Individual,Manual,First Owner,13.1,2499.0,141.0,330.0,1800.0,1800.0,7.0
Ford,5,650000,50000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,205.0,1750.0,3250.0,5.0
Ford,4,680000,13500,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,150.0,4500.0,4500.0,5.0
Ford,4,604000,30000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,121.36,150.0,4500.0,4500.0,5.0
Ford,18,110000,83000,Petrol,Individual,Manual,Second Owner,13.8,1299.0,70.0,104.86,2500.0,2500.0,5.0
Ford,8,229999,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,160.0,2000.0,2000.0,5.0
Ford,12,140000,140000,Diesel,Individual,Manual,Second Owner,13.8,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,11,229999,120000,Petrol,Individual,Manual,Third Owner,15.6,1196.0,70.0,102.0,4000.0,4000.0,5.0
Ford,2,725000,17000,Diesel,Individual,Manual,First Owner,24.4,1498.0,98.63,215.0,1750.0,3000.0,5.0
Ford,5,515000,68609,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,204.0,2000.0,2750.0,5.0
Ford,3,925000,33360,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,205.0,1750.0,3250.0,5.0
Ford,9,225000,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.05,160.0,2000.0,2000.0,5.0
Ford,4,500000,62960,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,215.0,1750.0,3000.0,5.0
Ford,9,195000,163720,Diesel,Dealer,Manual,First Owner,18.5,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,3,650000,20706,Diesel,Dealer,Manual,First Owner,23.8,1499.0,98.63,215.0,1750.0,2500.0,5.0
Ford,6,415000,100581,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,215.0,1750.0,3000.0,5.0
Ford,4,500000,15000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,112.0,4000.0,4000.0,5.0
Ford,3,530000,80000,Diesel,Individual,Manual,First Owner,26.1,1498.0,99.23,215.0,1750.0,3000.0,5.0
Ford,4,570000,25000,Petrol,Individual,Manual,First Owner,18.12,1196.0,86.8,112.0,4000.0,4000.0,5.0
Ford,12,180000,70000,Petrol,Individual,Manual,Second Owner,14.2,1597.0,92.0,1274.0,2500.0,2500.0,5.0
Ford,9,280000,60000,Diesel,Individual,Manual,Second Owner,23.5,1498.0,88.7,204.0,2000.0,2750.0,5.0
Ford,13,90000,110000,Diesel,Individual,Manual,Second Owner,17.7,1399.0,68.0,156.8,2000.0,2000.0,5.0
Ford,7,450000,110000,Petrol,Individual,Manual,Second Owner,14.09,1596.0,99.6,146.0,3400.0,3400.0,5.0
Ford,9,500000,110000,Diesel,Individual,Automatic,First Owner,11.4,2953.0,153.86,380.0,2500.0,2500.0,7.0
Ford,11,200000,120000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,10,275000,120000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,159.74,2000.0,2000.0,5.0
Ford,7,325000,80322,Diesel,Dealer,Manual,First Owner,17.8,1399.0,67.0,160.0,2000.0,2000.0,5.0
Ford,13,285000,60000,Petrol,Individual,Manual,Second Owner,15.3,1596.0,99.6,146.0,3400.0,3400.0,5.0
Ford,15,130000,145000,Petrol,Individual,Manual,First Owner,19.997757731958785,1485.3737113402062,90.40917525773183,201.54840206185565,2375.4863402061856,2886.340206185567,5.103092783505154
Ford,6,775000,30000,Petrol,Individual,Automatic,First Owner,15.63,1499.0,110.4,140.0,4400.0,4400.0,5.0
Ford,8,350000,120000,Petrol,Individual,Manual,First Owner,14.09,1596.0,99.6,146.0,3400.0,3400.0,5.0
Ford,9,325000,150000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,4,550000,70000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,215.0,1750.0,3000.0,5.0
Ford,8,700000,62000,Diesel,Dealer,Manual,First Owner,13.1,2499.0,141.0,330.0,1800.0,1800.0,7.0
Ford,7,320000,120000,Diesel,Individual,Manual,Third Owner,20.0,1399.0,68.05,160.0,2000.0,2000.0,5.0
Ford,12,130000,100000,Diesel,Individual,Manual,Third Owner,19.997757731958785,1485.3737113402062,90.40917525773183,201.54840206185565,2375.4863402061856,2886.340206185567,5.103092783505154
Ford,18,150000,40000,Petrol,Individual,Manual,Third Owner,14.2,1597.0,92.0,1274.0,2500.0,2500.0,5.0
Ford,6,680000,50000,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,140.0,4400.0,4400.0,5.0
Ford,3,640000,82000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,215.0,1750.0,3000.0,5.0
Ford,11,185000,85568,Diesel,Dealer,Manual,First Owner,18.5,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,7,500000,130000,Diesel,Individual,Manual,Second Owner,22.77,1498.0,98.59,205.0,1750.0,3250.0,5.0
Ford,11,250000,47000,Petrol,Individual,Manual,First Owner,15.3,1596.0,101.0,146.02,3400.0,3400.0,5.0
Ford,4,408000,60000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,112.0,4000.0,4000.0,5.0
Ford,11,250000,80000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,102.0,4000.0,4000.0,5.0
Ford,12,480000,70000,Diesel,Individual,Manual,Third Owner,10.9,2499.0,143.0,330.26,1800.0,1800.0,7.0
Ford,4,725000,45000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205.0,1750.0,3250.0,5.0
Ford,10,250000,25000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,102.0,4000.0,4000.0,5.0
Ford,10,204999,70000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,6,599000,92651,Diesel,Dealer,Manual,First Owner,21.7,1498.0,98.96,215.0,1750.0,2500.0,5.0
Ford,2,675000,7000,Petrol,Individual,Manual,First Owner,19.4,1194.0,94.93,120.0,4250.0,4250.0,5.0
Ford,10,325000,53287,Petrol,Dealer,Manual,First Owner,19.997757731958785,1485.3737113402062,90.40917525773183,201.54840206185565,2375.4863402061856,2886.340206185567,5.103092783505154
Ford,12,190000,100000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,67.0,160.0,2000.0,2000.0,5.0
Ford,7,300000,80000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,160.0,2000.0,2000.0,5.0
Ford,5,2100000,80000,Diesel,Individual,Automatic,First Owner,10.91,3198.0,197.0,470.0,1750.0,2500.0,7.0
Ford,9,220000,100000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,11,185000,124316,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,9,320000,103994,Diesel,Individual,Manual,Fourth & Above Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,4,670000,70000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,215.0,1750.0,3000.0,5.0
Ford,10,300000,80000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,9,340000,120000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,67.0,160.0,2000.0,2000.0,5.0
Ford,16,150000,15858,Petrol,Individual,Manual,First Owner,13.8,1299.0,70.0,104.86,2500.0,2500.0,5.0
Ford,6,501000,80000,Diesel,Individual,Manual,Second Owner,25.01,1498.0,89.75,204.0,2000.0,2750.0,5.0
Ford,6,459999,32000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,215.0,1750.0,3000.0,5.0
Ford,7,400000,30000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,160.0,2000.0,2000.0,5.0
Ford,3,900000,19000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205.0,1750.0,3250.0,5.0
Ford,5,388000,50000,Petrol,Individual,Manual,Second Owner,18.16,1196.0,86.8,112.0,4000.0,4000.0,5.0
Ford,10,240000,72000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
Ford,11,160000,90000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,102.0,4000.0,4000.0,5.0
Ford,10,320000,130000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,159.74,2000.0,2000.0,5.0
Ford,2,675000,2789,Petrol,Dealer,Manual,First Owner,18.16,1196.0,86.8,112.0,4000.0,4000.0,5.0
Ford,3,700000,35278,Diesel,Dealer,Manual,First Owner,23.8,1499.0,98.97,215.0,1750.0,2500.0,5.0
Ford,3,795000,2860,Diesel,Dealer,Manual,First Owner,23.8,1499.0,98.97,215.0,1750.0,2500.0,5.0
Ford,10,250000,78562,Diesel,Dealer,Manual,First Owner,20.0,1399.0,68.0,160.0,2000.0,2000.0,5.0
